date_time,temperature,humidity
2023-02-23 00:07:37,17.7,69.7
2023-02-23 00:27:37,17.7,69.7
2023-02-23 00:47:38,17.6,69.9
2023-02-23 01:07:50,17.5,70.1
2023-02-23 01:27:50,17.5,70.1
2023-02-23 01:47:51,17.5,70.0
2023-02-23 02:07:51,17.5,70.0
2023-02-23 02:27:59,17.5,69.9
2023-02-23 02:47:59,17.5,70.0
2023-02-23 03:08:00,17.5,70.1
2023-02-23 03:28:19,17.4,70.3
2023-02-23 03:48:22,17.4,70.5
2023-02-23 04:08:22,17.4,70.4
2023-02-23 04:28:25,17.3,70.3
2023-02-23 04:48:28,17.3,70.4
2023-02-23 05:08:28,17.3,70.4
2023-02-23 05:28:31,17.2,70.6
2023-02-23 05:48:36,17.2,70.1
2023-02-23 06:08:39,17.2,70.6
2023-02-23 06:28:41,17.2,70.7
2023-02-23 06:48:44,8.5,35.3
2023-02-23 07:08:54,17.1,70.4
2023-02-23 07:29:04,17.0,70.5
2023-02-23 07:49:04,17.0,70.4
2023-02-23 08:09:07,17.2,70.7
2023-02-23 08:29:07,17.2,70.8
2023-02-23 08:49:08,16.9,65.9
2023-02-23 09:09:11,16.9,69.4
2023-02-23 09:29:13,17.0,69.4
2023-02-23 09:49:19,16.9,69.3
2023-02-23 10:09:24,16.8,69.3
2023-02-23 10:29:29,16.8,69.2
2023-02-23 10:49:32,16.9,68.9
2023-02-23 11:09:56,16.9,68.4
2023-02-23 11:29:58,16.9,68.4
2023-02-23 11:50:01,16.9,68.4
2023-02-23 12:10:06,16.9,68.3
2023-02-23 12:30:26,16.9,68.3
2023-02-23 12:50:26,16.8,68.3
2023-02-23 13:10:33,16.8,68.3
2023-02-23 13:30:34,16.8,68.3
2023-02-23 13:50:37,16.8,68.2
2023-02-23 14:10:39,16.8,68.2
2023-02-23 14:30:42,16.8,68.2
2023-02-23 14:50:45,16.8,67.9
2023-02-23 15:10:48,16.8,67.8
2023-02-23 15:30:53,16.8,67.9
2023-02-23 15:50:58,16.8,67.9
2023-02-23 16:11:01,16.9,67.7
2023-02-23 16:31:04,16.9,67.7
2023-02-23 16:51:06,16.9,67.6
2023-02-23 17:11:09,16.9,67.6
2023-02-23 17:31:12,16.9,67.3
2023-02-23 17:51:12,16.9,67.2
2023-02-23 18:11:22,17.0,67.5
2023-02-23 18:31:30,17.0,67.6
2023-02-23 18:51:44,17.0,67.8
2023-02-23 19:11:47,17.0,68.5
2023-02-23 19:31:50,17.0,68.5
2023-02-23 19:51:53,17.1,68.8
2023-02-23 20:11:56,17.2,71.1
2023-02-23 20:31:58,17.5,72.4
2023-02-23 20:52:08,17.6,72.0
2023-02-23 21:12:16,17.7,72.6
2023-02-23 21:32:18,17.6,72.3
2023-02-23 21:52:21,17.6,72.3
2023-02-23 22:12:24,17.6,72.5
2023-02-23 22:32:31,17.6,72.6
2023-02-23 22:52:34,17.6,72.8
2023-02-23 23:12:35,17.6,72.7
2023-02-23 23:32:37,17.8,72.8
2023-02-23 23:52:40,17.8,72.7
