date_time,temperature,humidity
2023-02-20 00:14:13,18.0,67.8
2023-02-20 00:34:16,17.8,69.7
2023-02-20 00:54:16,17.8,69.7
2023-02-20 01:14:17,17.7,69.8
2023-02-20 01:34:29,17.6,69.6
2023-02-20 01:54:34,17.6,69.7
2023-02-20 02:14:34,17.6,69.7
2023-02-20 02:34:37,17.4,70.1
2023-02-20 02:54:42,17.4,70.2
2023-02-20 03:14:43,17.4,70.2
2023-02-20 03:34:48,17.3,70.1
2023-02-20 03:54:48,17.2,70.0
2023-02-20 04:14:56,17.2,70.2
2023-02-20 04:34:59,17.2,70.0
2023-02-20 04:54:59,17.2,70.0
2023-02-20 05:15:02,17.0,70.0
2023-02-20 05:35:07,17.0,70.0
2023-02-20 05:55:07,17.0,70.0
2023-02-20 06:15:08,17.0,69.6
2023-02-20 06:35:13,16.9,69.5
2023-02-20 06:55:20,16.9,69.2
2023-02-20 07:15:28,16.9,69.3
2023-02-20 07:35:33,16.9,69.0
2023-02-20 07:55:38,16.8,69.1
2023-02-20 08:15:53,16.8,69.0
2023-02-20 08:35:56,16.9,70.4
2023-02-20 08:55:56,16.9,70.4
2023-02-20 09:15:56,16.9,70.1
2023-02-20 09:35:59,16.9,70.0
2023-02-20 09:56:00,16.9,69.9
2023-02-20 10:16:00,15.8,60.9
2023-02-20 10:36:00,16.4,64.0
2023-02-20 10:56:03,16.1,61.8
2023-02-20 11:16:06,16.0,60.5
2023-02-20 11:36:16,16.0,60.1
2023-02-20 11:56:19,16.3,60.2
2023-02-20 12:16:24,16.4,59.5
2023-02-20 12:36:29,16.4,59.4
2023-02-20 12:56:32,16.2,57.9
2023-02-20 13:16:34,16.3,58.0
2023-02-20 13:36:35,16.4,57.9
2023-02-20 13:56:37,16.5,59.9
2023-02-20 14:16:40,16.4,61.9
2023-02-20 14:36:41,16.5,61.9
2023-02-20 14:56:48,16.5,61.9
2023-02-20 15:16:56,8.2,31.2
2023-02-20 15:36:56,16.5,62.4
2023-02-20 15:56:59,17.0,61.9
2023-02-20 16:17:02,16.9,62.2
2023-02-20 16:37:09,16.9,62.5
2023-02-20 16:57:12,17.0,62.3
2023-02-20 17:17:12,17.0,62.3
2023-02-20 17:37:13,16.9,62.8
2023-02-20 17:57:18,16.7,63.4
2023-02-20 18:17:18,16.7,63.4
2023-02-20 18:37:24,16.7,64.1
2023-02-20 18:57:24,16.7,64.1
2023-02-20 19:17:27,16.7,64.4
2023-02-20 19:37:29,16.7,64.0
2023-02-20 19:57:32,16.7,64.5
2023-02-20 20:17:35,16.7,66.0
2023-02-20 20:37:38,16.8,66.0
2023-02-20 20:57:41,17.0,66.8
2023-02-20 21:17:43,17.2,66.3
2023-02-20 21:37:49,17.3,66.0
2023-02-20 21:57:51,17.2,66.5
2023-02-20 22:17:52,17.2,66.5
2023-02-20 22:37:57,17.1,66.7
2023-02-20 22:58:00,17.1,66.8
2023-02-20 23:18:00,17.1,66.9
2023-02-20 23:38:07,17.0,67.0
2023-02-20 23:58:08,17.1,67.0
