date_time,temperature,humidity
2023-02-22 00:03:28,17.7,72.9
2023-02-22 00:23:31,17.6,72.9
2023-02-22 00:43:33,17.6,72.7
2023-02-22 01:03:38,17.5,72.5
2023-02-22 01:23:39,17.5,59.8
2023-02-22 01:43:39,17.5,72.4
2023-02-22 02:03:40,17.5,72.0
2023-02-22 02:23:57,17.4,72.2
2023-02-22 02:43:57,17.4,72.1
2023-02-22 03:04:00,17.3,72.3
2023-02-22 03:24:03,17.2,72.4
2023-02-22 03:44:03,17.2,72.4
2023-02-22 04:04:03,17.3,71.7
2023-02-22 04:24:04,17.2,72.8
2023-02-22 04:44:04,17.2,73.4
2023-02-22 05:04:12,17.1,73.6
2023-02-22 05:24:12,17.0,73.6
2023-02-22 05:44:15,17.0,73.0
2023-02-22 06:04:18,17.0,73.6
2023-02-22 06:24:18,17.0,73.6
2023-02-22 06:44:28,16.9,73.8
2023-02-22 07:04:38,17.0,73.4
2023-02-22 07:24:43,16.9,73.7
2023-02-22 07:44:46,16.9,73.7
2023-02-22 08:04:58,16.8,73.9
2023-02-22 08:24:58,16.8,73.9
2023-02-22 08:45:03,17.0,73.0
2023-02-22 09:05:06,17.0,72.6
2023-02-22 09:25:07,17.0,72.6
2023-02-22 09:45:14,17.0,72.2
2023-02-22 10:05:17,17.0,72.3
2023-02-22 10:25:24,16.9,71.5
2023-02-22 10:45:27,16.9,69.6
2023-02-22 11:05:30,16.6,65.2
2023-02-22 11:25:35,16.4,63.0
2023-02-22 11:45:35,16.4,63.0
2023-02-22 12:05:38,16.2,63.0
2023-02-22 12:25:39,16.2,63.0
2023-02-22 12:45:39,15.8,62.8
2023-02-22 13:05:49,16.5,63.6
2023-02-22 13:25:54,16.6,63.8
2023-02-22 13:45:59,16.6,63.8
2023-02-22 14:06:04,16.7,63.4
2023-02-22 14:26:05,16.7,63.3
2023-02-22 14:46:05,16.6,63.0
2023-02-22 15:06:13,16.7,63.1
2023-02-22 15:26:13,16.7,63.0
2023-02-22 15:46:16,16.7,62.9
2023-02-22 16:06:21,16.6,62.2
2023-02-22 16:26:24,16.6,62.8
2023-02-22 16:46:24,16.6,62.9
2023-02-22 17:06:25,16.7,63.8
2023-02-22 17:26:25,16.7,64.1
2023-02-22 17:46:35,16.7,64.6
2023-02-22 18:06:40,16.7,64.9
2023-02-22 18:26:43,16.7,65.2
2023-02-22 18:46:46,16.8,65.2
2023-02-22 19:06:55,16.7,66.1
2023-02-22 19:26:56,16.7,66.1
2023-02-22 19:46:59,16.8,66.4
2023-02-22 20:07:01,16.9,68.3
2023-02-22 20:27:02,16.9,68.3
2023-02-22 20:47:05,17.6,69.5
2023-02-22 21:07:12,17.9,68.9
2023-02-22 21:27:15,17.8,70.0
2023-02-22 21:47:22,17.8,70.2
2023-02-22 22:07:25,17.8,70.4
2023-02-22 22:27:28,17.8,70.3
2023-02-22 22:47:31,17.7,70.2
2023-02-22 23:07:34,17.8,70.0
2023-02-22 23:27:34,17.8,70.0
2023-02-22 23:47:34,17.7,69.9
